질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
사망도 퇴직에 해당되나요?,,핵심 내용: 예. 사망은 당연퇴직에 해당합니다. 근거: 인사규정 제35조(당연퇴직)에서 ‘사망하였을 경우’에는 당연히 퇴직한다고 규정하고 있습니다. 관련하여 퇴직금 수령권자는 본인이 사망한 때에는 민법상 재산상속권자에게 지급된다고 규정되어 있습니다.,,인사규정_0078|급여규정_0089,"인사규정 제35조 [인사규정_0078]
급여규정 제37조 [급여규정_0089]","1. 인사규정_0078 (인사규정)
2. 인사규정_0104 (인사규정)
3. 인사규정_0089 (인사규정)
4. 급여규정_0074 (급여규정)
5. 인사규정_0107 (인사규정)
6. 급여규정_0089 (급여규정)","인사규정_0077 (chunk_no=77)
인사규정_0078 (chunk_no=78)
인사규정_0079 (chunk_no=79)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
인사규정_0106 (chunk_no=106)
인사규정_0107 (chunk_no=107)
인사규정_0108 (chunk_no=108)
급여규정_0088 (chunk_no=88)
급여규정_0089 (chunk_no=89)
급여규정_0090 (chunk_no=90)",4.773,7.203,11.978
강등 또는 정직 처분 기간에는 연봉을 지급하나요?,,아니요. 강등 또는 정직 처분 기간에는 연봉을 지급하지 않습니다. (연봉월액 전액을 감함),,급여규정_0069,급여규정 제33조 [급여규정_0069],"1. 급여규정_0156 (급여규정)
2. 급여규정_0068 (급여규정)
3. 급여규정_0154 (급여규정)
4. 급여규정_0148 (급여규정)
5. 급여규정_0070 (급여규정)
6. 급여규정_0093 (급여규정)","급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
급여규정_0067 (chunk_no=67)
급여규정_0068 (chunk_no=68)
급여규정_0069 (chunk_no=69)
급여규정_0153 (chunk_no=153)
급여규정_0154 (chunk_no=154)
급여규정_0147 (chunk_no=147)
급여규정_0148 (chunk_no=148)
급여규정_0149 (chunk_no=149)
급여규정_0070 (chunk_no=70)
급여규정_0071 (chunk_no=71)
급여규정_0092 (chunk_no=92)
급여규정_0093 (chunk_no=93)
급여규정_0094 (chunk_no=94)",4.777,9.248,14.027
정직은 얼마나 지속되며 그 기간에 연봉은 어떻게 되나요?,,핵심: 정직(정직처분) 기간 중에는 연봉월액 전액을 감액하여 지급하지 않습니다. 제공된 문서만으로는 정직의 지속기간(몇 일·몇 개월인지)을 확인하기 어렵습니다. 정직 기간의 구체적 규정은 인사규정 제53조제1항·제2항을 확인해야 합니다.,,급여규정_0069,급여규정 제33조 [급여규정_0069],"1. 급여규정_0068 (급여규정)
2. 급여규정_0051 (급여규정)
3. 급여규정_0074 (급여규정)
4. 급여규정_0062 (급여규정)
5. 급여규정_0141 (급여규정)
6. 급여규정_0066 (급여규정)","급여규정_0067 (chunk_no=67)
급여규정_0068 (chunk_no=68)
급여규정_0069 (chunk_no=69)
급여규정_0050 (chunk_no=50)
급여규정_0051 (chunk_no=51)
급여규정_0052 (chunk_no=52)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0061 (chunk_no=61)
급여규정_0062 (chunk_no=62)
급여규정_0063 (chunk_no=63)
급여규정_0140 (chunk_no=140)
급여규정_0141 (chunk_no=141)
급여규정_0142 (chunk_no=142)
급여규정_0065 (chunk_no=65)
급여규정_0066 (chunk_no=66)",3.929,11.531,15.462
직원의 초임호봉은 무조건 1호봉인가요?,,핵심: 기본적으로 초임호봉은 1호봉입니다. 다만 별표5에 따른 근무경력이 있는 경우에는 그 근무경력을 가산하여 초임호봉을 결정할 수 있습니다.,,급여규정_0034,급여규정 제16조 [급여규정_0034],"1. 급여규정_0034 (급여규정)
2. 급여규정_0038 (급여규정)
3. 급여규정_0105 (급여규정)
4. 급여규정_0136 (급여규정)
5. 급여규정_0145 (급여규정)
6. 급여규정_0119 (급여규정)","급여규정_0033 (chunk_no=33)
급여규정_0034 (chunk_no=34)
급여규정_0035 (chunk_no=35)
급여규정_0037 (chunk_no=37)
급여규정_0038 (chunk_no=38)
급여규정_0039 (chunk_no=39)
급여규정_0104 (chunk_no=104)
급여규정_0105 (chunk_no=105)
급여규정_0106 (chunk_no=106)
급여규정_0135 (chunk_no=135)
급여규정_0136 (chunk_no=136)
급여규정_0137 (chunk_no=137)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
급여규정_0146 (chunk_no=146)
급여규정_0118 (chunk_no=118)
급여규정_0119 (chunk_no=119)
급여규정_0120 (chunk_no=120)",4.892,8.418,13.312
기능직3등급 13호봉의 급여가 궁금합니다.,,"핵심: 기능직 3등급 13호봉의 봉급월액은 3,117,000원입니다. 참고로 별표 3의 봉급표는 2025년 1월 1일 지급하는 보수부터 적용됩니다.",,급여규정_0137|급여규정_0133,"급여규정 별표 3 - 직원 봉급액(기능직렬) [급여규정_0137]
급여규정 제2조 [급여규정_0133]","1. 급여규정_0137 (급여규정)
2. 급여규정_0134 (급여규정)
3. 급여규정_0029 (급여규정)
4. 급여규정_0027 (급여규정)
5. 급여규정_0003 (급여규정)
6. 급여규정_0028 (급여규정)","급여규정_0136 (chunk_no=136)
급여규정_0137 (chunk_no=137)
급여규정_0138 (chunk_no=138)
급여규정_0133 (chunk_no=133)
급여규정_0134 (chunk_no=134)
급여규정_0135 (chunk_no=135)
급여규정_0028 (chunk_no=28)
급여규정_0029 (chunk_no=29)
급여규정_0030 (chunk_no=30)
급여규정_0026 (chunk_no=26)
급여규정_0027 (chunk_no=27)
급여규정_0002 (chunk_no=2)
급여규정_0003 (chunk_no=3)
급여규정_0004 (chunk_no=4)",3.662,11.392,15.056
비밀기록물 원본을 생산부서에서 파기하여도 될까요?,,"아니요. 비밀기록물 원본은 생산부서에서 파기하여서는 안 됩니다. 규정상 비밀(대외비 포함) 기록물 원본은 생산부서에서 파기해서는 아니되며, 다음 각 호의 사유가 발생한 다음 연도 중에 비밀기록물 이관절차에 따라 이관하여야 합니다(일반문서로 재분류, 예고문에 의한 보호기간 만료, 생산 후 30년 경과). 이관될 때까지는 비밀보관함에 보관하되 활용중인 비밀등과 구분하여 관리해야 합니다. 다만 생산자가 보호기간 경과 후에도 원본을 계속 보관하려는 경우에는 규정에 따라 관리번호·생산일자·예고문·변경예고문·변경사유 등을 기록하고 비밀보관책임자의 사전 승인을 받아야 하며(승인 후의 표기·처리 방법도 규정되어 있음), 그 외 파기는 보안담당관 등이 지정한 절차에 따라 이루어져야 합니다.",,보안업무예규_0059|보안업무예규_0060|보안업무예규_0057|보안업무예규_0058,"보안업무예규 제23조 [보안업무예규_0058]
보안업무예규 제24조 [보안업무예규_0059]","1. 보안업무예규_0059 (보안업무예규)
2. 보안업무예규_0106 (보안업무예규)
3. 보안업무예규_0091 (보안업무예규)
4. 보안업무예규_0046 (보안업무예규)
5. 보안업무예규_0060 (보안업무예규)
6. 보안업무예규_0057 (보안업무예규)","보안업무예규_0058 (chunk_no=58)
보안업무예규_0059 (chunk_no=59)
보안업무예규_0060 (chunk_no=60)
보안업무예규_0105 (chunk_no=105)
보안업무예규_0106 (chunk_no=106)
보안업무예규_0107 (chunk_no=107)
보안업무예규_0090 (chunk_no=90)
보안업무예규_0091 (chunk_no=91)
보안업무예규_0092 (chunk_no=92)
보안업무예규_0045 (chunk_no=45)
보안업무예규_0046 (chunk_no=46)
보안업무예규_0047 (chunk_no=47)
보안업무예규_0061 (chunk_no=61)
보안업무예규_0056 (chunk_no=56)
보안업무예규_0057 (chunk_no=57)",3.324,11.005,14.334
2급 비밀의 복제를 제한하려고 합니다. 어떻게 해야하나요?,,"핵심: Ⅱ급(2급) 비밀의 복제를 제한하려면 비밀 문서의 복제·복사 제한표시를 하고(필요시 허가절차에 따라야) 공간정보인 경우에는 추가 표시·기록 절차를 따라야 합니다.

구체적 조치
1) 표지 뒷면 또는 예고문에 복제·복사 제한표시를 붉은색으로 기입(규정문구에 따라)해야 합니다. 규정상 표기 문구는 ""이 비밀의 는 생산자의 허가없이 복제·복사할 수 없음""과 같이 처리하도록 되어 있습니다. (근거: 보안업무예규_0105)

2) 해당 문서가 공간정보(비공개 또는 공개제한 대상)인 경우에는 다음을 준수해야 합니다.
  - 복제·출력 시 경고문(예: ""이 자료는 관리책임자의 허가 없이 복제 복사할 수 없음"")을 표시해야 합니다.
  - 대외비 이상 분류의 공간정보는 예고문 부여 등 보호대책을 마련한 후 별지 제3호 서식의 공간정보자료 복제·출력대장에 기록해야 합니다.
  - 또한 복제·출력은 관련 허가(예: 비공개는 관리기관장의 허가, 공개제한은 분임 공간정보 보안담당관의 허가)에 따라야 합니다. (근거: 공간정보보안업무예규_0024, 공간정보보안업무예규_0023)

참고: 외부에서 인쇄·발간하거나 민간시설을 이용할 경우 별도의 보안절차·기록(보안담당관 경유, 비밀사전통제기록부 등)을 따라야 합니다. (해당 규정은 제공된 문서에 일부 포함되어 있으나, 외부발간 관련 상세절차는 추가 문서가 필요할 수 있습니다.)",,보안업무예규_0105|공간정보보안업무예규_0024|공간정보보안업무예규_0023,"공간정보보안업무예규 제12조 [공간정보보안업무예규_0023]
보안업무예규 제37조 [보안업무예규_0105]","1. 공간정보보안업무예규_0071 (공간정보보안업무예규)
2. 보안업무예규_0126 (보안업무예규)
3. 보안업무예규_0134 (보안업무예규)
4. 공간정보보안업무예규_0023 (공간정보보안업무예규)
5. 보안업무예규_0072 (보안업무예규)
6. 보안업무예규_0105 (보안업무예규)","공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0125 (chunk_no=125)
보안업무예규_0126 (chunk_no=126)
보안업무예규_0127 (chunk_no=127)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0022 (chunk_no=22)
공간정보보안업무예규_0023 (chunk_no=23)
공간정보보안업무예규_0024 (chunk_no=24)
보안업무예규_0071 (chunk_no=71)
보안업무예규_0072 (chunk_no=72)
보안업무예규_0073 (chunk_no=73)
보안업무예규_0104 (chunk_no=104)
보안업무예규_0105 (chunk_no=105)
보안업무예규_0106 (chunk_no=106)",3.997,22.826,26.825
지역본부의 사옥방호책임자는 누가 되나요?,,지역본부의 사옥방호책임자는 운영지원처장입니다.,,보안업무예규_0113,보안업무예규 제41조 [보안업무예규_0113],"1. 보안업무예규_0114 (보안업무예규)
2. 보안업무예규_0113 (보안업무예규)
3. 보안업무예규_0016 (보안업무예규)
4. 보안업무예규_0120 (보안업무예규)
5. 보안업무예규_0018 (보안업무예규)
6. 보안업무예규_0115 (보안업무예규)","보안업무예규_0113 (chunk_no=113)
보안업무예규_0114 (chunk_no=114)
보안업무예규_0115 (chunk_no=115)
보안업무예규_0112 (chunk_no=112)
보안업무예규_0015 (chunk_no=15)
보안업무예규_0016 (chunk_no=16)
보안업무예규_0017 (chunk_no=17)
보안업무예규_0119 (chunk_no=119)
보안업무예규_0120 (chunk_no=120)
보안업무예규_0121 (chunk_no=121)
보안업무예규_0018 (chunk_no=18)
보안업무예규_0019 (chunk_no=19)
보안업무예규_0116 (chunk_no=116)",4.131,5.608,9.741
"외부인 출입일지 보관 기간과, 기관이 경과 후 폐기는 마음대로 해도되는지 궁금합니다.",,"핵심: 외부인 출입일지 및 통제구역 출입대장은 2년간 보관해야 하며, 보관기간 연장 또는 폐기할 경우에는 기록물 관리부서와 미리 협의해야 하므로 기관이 임의로 폐기할 수 없습니다.

설명: 규정은 외부인 출입일지와 통제구역 출입대장을 2년간 보관하도록 명시하고 있으며(보관기간 만료 후에도) 연장하거나 폐기하려면 기록물 관리부서와 사전 협의가 필요하다고 규정하고 있습니다. 따라서 폐기는 기록물 관리부서와의 협의 없이 임의로 진행하면 안 됩니다.",,보안업무예규_0126,보안업무예규 제46조 [보안업무예규_0126],"1. 보안업무예규_0126 (보안업무예규)
2. 보안업무예규_0036 (보안업무예규)
3. 보안업무예규_0059 (보안업무예규)
4. 보안업무예규_0134 (보안업무예규)
5. 공간정보보안업무예규_0071 (공간정보보안업무예규)
6. 보안업무예규_0072 (보안업무예규)","보안업무예규_0125 (chunk_no=125)
보안업무예규_0126 (chunk_no=126)
보안업무예규_0127 (chunk_no=127)
보안업무예규_0035 (chunk_no=35)
보안업무예규_0036 (chunk_no=36)
보안업무예규_0037 (chunk_no=37)
보안업무예규_0058 (chunk_no=58)
보안업무예규_0059 (chunk_no=59)
보안업무예규_0060 (chunk_no=60)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)
공간정보보안업무예규_0070 (chunk_no=70)
공간정보보안업무예규_0071 (chunk_no=71)
공간정보보안업무예규_0072 (chunk_no=72)
보안업무예규_0071 (chunk_no=71)
보안업무예규_0072 (chunk_no=72)
보안업무예규_0073 (chunk_no=73)",3.45,7.692,11.144
보안담당관은 보안감사결과를 누구에게 보고해야하나요?,,"간결히 말씀드리면, 보안담당관은 보안감사결과를 주무부장관에게 보고하고 국가정보원장에게 통보해야 합니다.",,보안업무예규_0165,보안업무예규 제55조 [보안업무예규_0165],"1. 보안업무예규_0165 (보안업무예규)
2. 보안업무예규_0172 (보안업무예규)
3. 보안업무예규_0170 (보안업무예규)
4. 보안업무예규_0167 (보안업무예규)
5. 보안업무예규_0168 (보안업무예규)
6. 보안업무예규_0169 (보안업무예규)","보안업무예규_0164 (chunk_no=164)
보안업무예규_0165 (chunk_no=165)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0171 (chunk_no=171)
보안업무예규_0172 (chunk_no=172)
보안업무예규_0173 (chunk_no=173)
보안업무예규_0169 (chunk_no=169)
보안업무예규_0170 (chunk_no=170)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)",4.882,4.741,9.625
"직원 신규채용시, 수습기간이 어떻게 되나요?",,기본적으로 신규채용 직원에게는 3개월의 수습기간을 둡니다. 다만 인사운영상 불가피한 경우와 채용형 인턴을 통해 입사하거나 해당 분야 경력을 인정받아 채용되는 자는 수습기간을 두지 않거나 그 기간을 단축할 수 있습니다. 수습기간 중 근무성적 등이 양호하면 기간 만료일 다음 날 정규 직원으로 본다(정규 임용). 반면 근무성적이 불량하거나 소질이 적합하지 않다고 인정되거나 채용에 부적격하다고 판단되는 경우에는 인사위원회 의결을 거쳐 직권 면직할 수 있습니다. 수습 및 경력관리에 필요한 구체적 사항은 사장이 따로 정합니다.,,인사규정_0039|인사규정_0040|인사규정_0041,인사규정 제16조 [인사규정_0039],"1. 인사규정_0039 (인사규정)
2. 인사규정_0032 (인사규정)
3. 인사규정_0040 (인사규정)
4. 인사규정_0179 (인사규정)
5. 인사규정_0071 (인사규정)
6. 인사규정_0105 (인사규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0031 (chunk_no=31)
인사규정_0032 (chunk_no=32)
인사규정_0033 (chunk_no=33)
인사규정_0041 (chunk_no=41)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0106 (chunk_no=106)",4.581,8.628,13.211
파견 근무는 언제 가능한가요?,,"핵심: 사장은 다음 어느 하나에 해당하는 경우에는 직원을 파견근무하게 할 수 있습니다. 1) 공사의 업무수행 또는 이와 관련한 업무지원이 필요한 경우, 2) 국내·외 장기연수 또는 교육훈련이 필요한 경우, 3) 국제기구 파견 또는 해외사업 수행을 위하여 외국에서 근무가 필요한 경우.",,인사규정_0066,인사규정 제26조 [인사규정_0066],"1. 인사규정_0066 (인사규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 인사규정_0068 (인사규정)
5. 인사규정_0067 (인사규정)
6. 복무규정_0024 (복무규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)",4.364,6.895,11.261
출산휴가와 육아휴직을 연계하여 사용할 수 있나요?,,네. 여성직원은 출산휴가와 육아휴직을 연계하여 동시에 신청할 수 있습니다.,,인사규정_0091,인사규정 제39조 [인사규정_0091],"1. 인사규정_0091 (인사규정)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 복무규정_0055 (복무규정)
4. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0017 (연차_휴가에_관한_예규)
6. 복무규정_0045 (복무규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0018 (chunk_no=18)
복무규정_0044 (chunk_no=44)
복무규정_0045 (chunk_no=45)
복무규정_0046 (chunk_no=46)",3.994,7.984,11.981
강등당하면 신분도 없어지나요?,,아니요. 강등을 받더라도 신분은 보유됩니다. 규정에 따르면 강등은 1계급 아래로 직급을 내리되 신분은 보유하나 3개월간 직무에 종사하지 못한다고 되어 있습니다.,,인사규정_0124,인사규정 제53조 [인사규정_0124],"1. 인사규정_0098 (인사규정)
2. 인사규정_0079 (인사규정)
3. 인사규정_0124 (인사규정)
4. 인사규정_0038 (인사규정)
5. 인사규정_0050 (인사규정)
6. 인사규정_0099 (인사규정)","인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
인사규정_0078 (chunk_no=78)
인사규정_0079 (chunk_no=79)
인사규정_0080 (chunk_no=80)
인사규정_0123 (chunk_no=123)
인사규정_0124 (chunk_no=124)
인사규정_0125 (chunk_no=125)
인사규정_0037 (chunk_no=37)
인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0100 (chunk_no=100)",4.573,6.193,10.766
기능직 4등급의 승진소요 최저년수가 궁금합니다.,,"제공된 문서만으로는 확인하기 어렵습니다. 인사규정 제21조 제1항은 ""승진소요최저연수는 별표 2와 같다""고 규정하고 있으나(별표 2 내용은 제공되지 않음) 기능직 4등급의 구체적 최저년수는 별표 2를 확인해야 알 수 있습니다. 참고로 제21조의 다른 항들은 휴직기간 포함 여부(제21조③), 일부 처분기간의 포함·제외(제21조②) 및 강등·강임 관련 재직기간 합산 규정(제21조④·⑤) 등으로 승진연수 산정에 영향을 줄 수 있으니 별표 2 확인 시 함께 보시기 바랍니다.",,인사규정_0055|인사규정_0057|인사규정_0056|인사규정_0058|인사규정_0059,인사규정 제21조 [인사규정_0057],"1. 인사규정_0058 (인사규정)
2. 인사규정_0044 (인사규정)
3. 인사규정_0059 (인사규정)
4. 급여규정_0036 (급여규정)
5. 인사규정_0055 (인사규정)
6. 승진임용규칙_0030 (승진임용규칙)","인사규정_0057 (chunk_no=57)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0060 (chunk_no=60)
급여규정_0035 (chunk_no=35)
급여규정_0036 (chunk_no=36)
급여규정_0037 (chunk_no=37)
인사규정_0054 (chunk_no=54)
인사규정_0055 (chunk_no=55)
인사규정_0056 (chunk_no=56)
승진임용규칙_0029 (chunk_no=29)
승진임용규칙_0030 (chunk_no=30)
승진임용규칙_0031 (chunk_no=31)",4.073,10.652,14.727
공간정보 데이터베이스를 운영할 때 어떤 보호대책을 마련해야 하나요?,,"핵심: 공간정보 데이터베이스를 운영할 경우 훼손·파괴·유출 등을 방지하기 위한 보호대책을 마련해야 합니다.

구체적으로 마련해야 할 보호대책(문서에 규정된 항목):
- 보안관리 책임자 지정(담당부서의 장)
- 데이터베이스 보관 시설에 대한 출입통제 등 외부로부터 위해 방지
- 별지 제2호서식의 데이터베이스 복제본 관리대장 비치
- 공간정보자료(원시자료 및 생산한 성과물 포함)에 대한 접근 권한을 구분하여 설정
- 비공개 또는 공개가 제한되는 공간정보 자료목록 관리 및 무단 열람·복제 여부 관리
- 해킹 등 불법접근 및 컴퓨터바이러스 예방대책 마련
- 전자매체에 수록된 공간정보 자료의 열람·전송·출력 등 사용내역을 확인할 수 있도록 검색 시스템 구축 및 관리",,공간정보보안업무예규_0018|공간정보보안업무예규_0019|공간정보보안업무예규_0020,공간정보보안업무예규 제10조 [공간정보보안업무예규_0018],"1. 공간정보보안업무예규_0018 (공간정보보안업무예규)
2. 공간정보보안업무예규_0019 (공간정보보안업무예규)
3. 공간정보보안업무예규_0020 (공간정보보안업무예규)
4. 공간정보보안업무예규_0022 (공간정보보안업무예규)
5. 공간정보보안업무예규_0021 (공간정보보안업무예규)
6. 공간정보보안업무예규_0066 (공간정보보안업무예규)","공간정보보안업무예규_0017 (chunk_no=17)
공간정보보안업무예규_0018 (chunk_no=18)
공간정보보안업무예규_0019 (chunk_no=19)
공간정보보안업무예규_0020 (chunk_no=20)
공간정보보안업무예규_0021 (chunk_no=21)
공간정보보안업무예규_0022 (chunk_no=22)
공간정보보안업무예규_0023 (chunk_no=23)
공간정보보안업무예규_0065 (chunk_no=65)
공간정보보안업무예규_0066 (chunk_no=66)
공간정보보안업무예규_0067 (chunk_no=67)",3.393,8.384,11.779
비공개 또는 공개제한 공간정보를 외주용역으로 처리하려면 사전에 무엇을 해야 하나요?,,"핵심: 비공개 또는 공개제한 공간정보를 외주용역으로 처리하려면 사전에 보안대책을 마련하고 공간정보 보안담당관의 사전검토를 받아야 합니다. 구체적으로는 다음을 준비·확인해야 합니다.

1) 계약서에 비밀 준수 및 공간정보 보호 의무와 위반 시 조치사항 명시
2) 참여인원에 대한 신원확인, 서약(보안서약) 실행 및 보안교육 실시
3) 작업장소를 통제구역 또는 제한구역으로 설정하여 출입 통제
4) 용역 종료 시 성과물과 제공된 각종 자료 회수 방안 마련
5) 그 밖에 필요 보안관리 대책 마련

추가 의무사항:
- 해당 공간정보가 ‘비밀’로 분류된 경우에는 보안업무규정 시행규칙에 따라 비밀취급인가 특례업체를 이용해야 합니다.
- 외주용역업체에 대한 보안관리 실태 파악을 위해 사전에 보안책임자를 지정하고 점검·대책을 수립해야 합니다.
- 외주 과정에서 공간정보를 복제·출력할 경우에는 경고문을 표시하고(특히 대외비 이상인 경우) 별지 서식의 복제·출력대장에 기록하는 등 관련 절차를 따라야 합니다.
- 민간시설을 이용한 인쇄·제작·복제 시에는 보안업무예규의 지정 절차를 거치고(해당 절차에 따라 심사·입회자 지정 등), 비밀사전통제기록부 등을 비치·유지해야 합니다.

참고: 위 내용은 제공된 내부 규정에 따른 요건입니다.",,공간정보보안업무예규_0025|공간정보보안업무예규_0026|공간정보보안업무예규_0027|공간정보보안업무예규_0024|보안업무예규_0133|보안업무예규_0134|보안업무예규_0135,"공간정보보안업무예규 제12조 [공간정보보안업무예규_0024]
공간정보보안업무예규 제13조 [공간정보보안업무예규_0025]
보안업무예규 제49조 [보안업무예규_0133]","1. 공간정보보안업무예규_0025 (공간정보보안업무예규)
2. 공간정보보안업무예규_0026 (공간정보보안업무예규)
3. 공간정보보안업무예규_0035 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0036 (공간정보보안업무예규)
6. 보안업무예규_0134 (보안업무예규)","공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0037 (chunk_no=37)
보안업무예규_0133 (chunk_no=133)
보안업무예규_0134 (chunk_no=134)
보안업무예규_0135 (chunk_no=135)",4.578,22.21,26.791
외국인에게 공간정보 관련 업무를 맡길 때 필요한 보안조치는 무엇인가요?,,"핵심: 외국인에게 공간정보 관련 업무를 맡길 때는 사전에 신원확인·서약·보안교육 등 신상관리, 계약서에 비밀누설 시 해고·손해배상 책임 명시, 비공개 정보 및 보호구역 출입 차단 등 구체적인 보안대책을 마련해야 하며, 보안상 유해한 사실이 확인되면 우선 공간정보 보호조치를 하고 국가정보원장 및 주무부장관에게 통보해야 합니다.

주요 보안조치(요약):
1) 신원 확인 및 관리: 신상기록부 작성·유지, 보안교육 시행, 서약(기밀유지 서약) 집행
2) 계약상의 보안조건: 계약서에 기밀 누설·유출 시 해고 및 손해배상 등의 책임 규정 명시
3) 접근 통제: 비공개 등 중요 공간정보 취급 및 보호구역 출입 차단
4) 이상징후 발생 시 조치: 보안상 유해한 사실이 확인되면 우선 보호조치 시행 후 국가정보원장과 주무부장관에게 통보

제공된 문서에 근거하여 위 내용만 확인됩니다.",,공간정보보안업무예규_0032|공간정보보안업무예규_0033,공간정보보안업무예규 제16조 [공간정보보안업무예규_0032],"1. 공간정보보안업무예규_0032 (공간정보보안업무예규)
2. 공간정보보안업무예규_0033 (공간정보보안업무예규)
3. 공간정보보안업무예규_0025 (공간정보보안업무예규)
4. 공간정보보안업무예규_0027 (공간정보보안업무예규)
5. 공간정보보안업무예규_0035 (공간정보보안업무예규)
6. 공간정보보안업무예규_0016 (공간정보보안업무예규)","공간정보보안업무예규_0031 (chunk_no=31)
공간정보보안업무예규_0032 (chunk_no=32)
공간정보보안업무예규_0033 (chunk_no=33)
공간정보보안업무예규_0034 (chunk_no=34)
공간정보보안업무예규_0024 (chunk_no=24)
공간정보보안업무예규_0025 (chunk_no=25)
공간정보보안업무예규_0026 (chunk_no=26)
공간정보보안업무예규_0027 (chunk_no=27)
공간정보보안업무예규_0028 (chunk_no=28)
공간정보보안업무예규_0035 (chunk_no=35)
공간정보보안업무예규_0036 (chunk_no=36)
공간정보보안업무예규_0015 (chunk_no=15)
공간정보보안업무예규_0016 (chunk_no=16)
공간정보보안업무예규_0017 (chunk_no=17)",4.141,10.952,15.096
